圖幅編號,人孔編號,X坐標,Y坐標,主集水區名稱,行政區,行政里,道路名稱,人孔蓋型式,人孔種類,箱涵屬性,使用狀態,資料狀態,人孔深度,人孔尺寸長度,人孔尺寸寬度,人孔頂標高,人孔頂路面寬,地盤標高
3743,'3743-34',300621.662,2769772.902,雙園抽水站排水系統,萬華區,福音里,和平西路三段77號,圓形,正常人孔,無,使用,實測,2.4,2.1,2.1,5.166,26.991,5.166
3743,'3743-41',300575.092,2769756.524,雙園抽水站排水系統,萬華區,富福里,康定路241號,圓形,覆蓋人孔,無,使用,原圖轉繪,1.72,1.43,1,4.438,15.449,4.638
3744,'3744-25',300594.998,2769926.33,雙園抽水站排水系統,萬華區,富民里,廣州街165號,圓形,覆蓋人孔,無,使用,原圖轉繪,2.41,2.2,1.83,4.353,12.194,4.553
3744,'3744-26',300601.746,2769925.16,雙園抽水站排水系統,萬華區,富民里,廣州街165號,圓形,覆蓋人孔,無,使用,原圖轉繪,2,2.2,1.9,4.5,12.194,4.7
3743,'3743-42',300581.481,2769785.103,雙園抽水站排水系統,萬華區,福音里,和平西路三段與康定路口,圓形,覆蓋人孔,無,使用,原圖轉繪,1.65,2.1,1.2,4.755,13.264,4.955
3743,'3743-43',300579.588,2769773.181,雙園抽水站排水系統,萬華區,福音里,和平西路三段與康定路口,圓形,覆蓋人孔,無,使用,原圖轉繪,1.65,2.1,2.1,5.023,13.264,5.223
3743,'3743-44',300561.313,2769774.754,雙園抽水站排水系統,萬華區,富民里,和平西路三段與康定路口,圓形,正常人孔,無,使用,實測,2.7,2.1,2.1,5.166,26.865,5.166
3743,'3743-45',300501.225,2769776.424,雙園抽水站排水系統,萬華區,富民里,和平西路三段107號,圓形,正常人孔,無,使用,實測,2.8,2.4,2.4,5.041,26.865,5.041
3743,'3743-46',300441.917,2769777.861,雙園抽水站排水系統,萬華區,富民里,和平西路三段(龍山寺站2號出口),圓形,正常人孔,無,使用,實測,3,2.4,2.4,4.951,26.865,4.951
3743,'3743-47',300399.587,2769779.045,雙園抽水站排水系統,萬華區,富民里,和平西路三段(龍山寺站1號出口),圓形,覆蓋人孔,無,使用,實測,2.5,2.4,2.4,4.688,26.865,4.888
3743,'3743-48',300369.858,2769779.583,雙園抽水站排水系統,萬華區,青山里,和平西路三段139號,圓形,覆蓋人孔,無,使用,實測,2.8,2.4,2.4,4.835,26.865,5.035
3743,'3743-49',300303.392,2769779.251,雙園抽水站排水系統,萬華區,青山里,和平西路三段157號,圓形,正常人孔,無,使用,實測,3.2,2.4,2.4,4.973,26.865,4.973
3743,'3743-50',300225.477,2769781.043,雙園抽水站排水系統,萬華區,青山里,和平西路三段174號,圓形,正常人孔,無,使用,實測,3.3,3,3,4.981,26.865,4.981
3743,'3743-F2',300169.256,2769782.571,雙園抽水站排水系統,萬華區,青山里,和平西路三段,圓形,虛人孔,無,使用,原圖轉繪,3.3,3,3,3.774,22.266,3.774
3743,'3743-58',300134.86,2769783.579,雙園抽水站排水系統,萬華區,青山里,和平西路三段211號,圓形,覆蓋人孔,無,使用,原圖轉繪,2.5,3,2.1,4.719,8.061,4.919
3643,'3643-01',299951.269,2769368.962,雙園抽水站排水系統,萬華區,和平里,西園路140巷與艋舺大道,圓形,正常人孔,無,使用,原圖轉繪,2.55,1.9,1.7,3.605,11.946,3.605
3643,'3643-02',299971.625,2769345.231,雙園抽水站排水系統,萬華區,和平里,西園路140巷與艋舺大道,圓形,覆蓋人孔,無,使用,原圖轉繪,2.55,1.9,1.7,3.527,11.946,3.727
3743,'3743-27',300001.882,2769310.124,雙園抽水站排水系統,萬華區,和平里,西園路140巷32號,圓形,覆蓋人孔,無,使用,原圖轉繪,2.55,1.9,1.7,3.869,9.794,4.069
3742,'3742-72',300027.739,2769280.379,雙園抽水站排水系統,萬華區,和平里,西園路140巷24號,圓形,正常人孔,無,使用,原圖轉繪,2.5,1.9,1.7,4.144,9.507,4.144
3742,'3742-73',300055.353,2769244.234,雙園抽水站排水系統,萬華區,和平里,西園路140巷7號,圓形,正常人孔,無,使用,原圖轉繪,2.6,1.9,2.28,3.969,9.507,3.969
3743,'3743-20',300267.278,2769327.677,雙園抽水站排水系統,萬華區,雙園里,莒光路308號,圓形,正常人孔,無,使用,實測,2.75,2.1,1.8,4.378,19.877,4.378
3743,'3743-21',300272.395,2769317.466,雙園抽水站排水系統,萬華區,雙園里,莒光路308號,圓形,正常人孔,無,使用,實測,2.8,1.8,2.1,4.364,19.877,4.364
3743,'3743-22',300226.452,2769316.077,雙園抽水站排水系統,萬華區,雙園里,莒光路312號,圓形,正常人孔,無,使用,實測,2.6,1.8,2.1,4.247,19.877,4.247
3743,'3743-23',300158.352,2769325.126,雙園抽水站排水系統,萬華區,雙園里,莒光路與西園路口,圓形,正常人孔,無,使用,原圖轉繪,2.4,1.85,2,4.247,19.877,4.247
3743,'3743-25',300154.354,2769313.958,雙園抽水站排水系統,萬華區,雙園里,莒光路與西園路口,圓形,正常人孔,無,使用,實測,2.4,1.85,2,3.811,19.877,3.811
3743,'3743-24',300149.932,2769306.508,雙園抽水站排水系統,萬華區,雙園里,莒光路與西園路口,圓形,正常人孔,無,使用,實測,2.67,1.85,1.5,3.747,19.877,3.747
3742,'3742-71',300101.83,2769261.019,雙園抽水站排水系統,萬華區,和平里,西園路二段128號,圓形,正常人孔,無,使用,實測,2.8,1.6,1.95,3.541,23.967,3.541
3742,'3742-74',300083.325,2769216.456,雙園抽水站排水系統,萬華區,和平里,西園路二段138號,圓形,正常人孔,無,使用,實測,2.9,1.15,1.6,3.823,23.967,3.823
3742,'3742-75',300070.288,2769186.367,雙園抽水站排水系統,萬華區,和平里,西園路二段156號,圓形,正常人孔,無,使用,實測,2.65,1.37,2.1,3.475,23.967,3.475
3742,'3742-76',300043.968,2769128.069,雙園抽水站排水系統,萬華區,和平里,西園路二段188號,圓形,正常人孔,無,使用,原圖轉繪,3.2,1.6,1.55,3.278,23.967,3.278
3742,'3742-63',300450.344,2769132.091,雙園抽水站排水系統,萬華區,雙園里,西藏路334-1號,圓形,覆蓋人孔,無,使用,實測,3.6,5.9,5.9,3.151,24.987,3.351
3742,'3742-65',300377.548,2769129.014,雙園抽水站排水系統,萬華區,雙園里,西藏路352號,圓形,正常人孔,無,使用,實測,4.3,5.9,5.9,4.117,24.987,4.117
3742,'3742-66',300304.009,2769125.192,雙園抽水站排水系統,萬華區,雙園里,西藏路352號(雙園國小),圓形,正常人孔,無,使用,實測,3.85,5.9,5.9,3.833,24.987,3.833
3742,'3742-67',300257.974,2769123.011,雙園抽水站排水系統,萬華區,雙園里,西藏路424號(幼兒園),圓形,覆蓋人孔,無,使用,實測,3.8,5.9,5.9,3.629,24.987,3.829
3742,'3742-68',300193.024,2769118.414,雙園抽水站排水系統,萬華區,雙園里,西藏路430號,圓形,正常人孔,無,使用,實測,3.85,5.9,5.9,3.685,24.987,3.685
3742,'3742-69',300144.195,2769109.53,雙園抽水站排水系統,萬華區,雙園里,西藏路448號,圓形,覆蓋人孔,無,使用,實測,3.9,5.9,5.9,2.981,24.987,3.181
3742,'3742-70',300071.07,2769075.748,雙園抽水站排水系統,萬華區,雙園里,西藏路,圓形,正常人孔,無,使用,實測,4.05,6,6,3.939,24.987,3.939
3742,'3742-F1',300000.576,2769054.675,雙園抽水站排水系統,萬華區,和平里,西藏路,圓形,虛人孔,無,使用,原圖轉繪,4.3,6,6,3.242,54.523,3.242
3642,'3642-F2',299983.15,2769060.297,雙園抽水站排水系統,萬華區,和平里,西藏路,圓形,虛人孔,無,使用,原圖轉繪,4.3,6,6,3.242,24.523,3.242
3642,'3642-22',299885.578,2769056.416,雙園抽水站排水系統,萬華區,和平里,西藏路與雙園路18巷口,圓形,正常人孔,無,使用,實測,4.3,6,6,4.003,24.912,4.003
3642,'3642-23',299699.427,2769030.536,雙園抽水站排水系統,萬華區,和平里,西藏路538號,圓形,正常人孔,無,使用,實測,4.3,6,6,3.76,24.88,3.76
3642,'3642-24',299635.404,2769058.424,雙園抽水站排水系統,萬華區,和平里,西藏路554號,圓形,正常人孔,無,使用,實測,4.3,6,6,3.446,27.09,3.446
3642,'3642-25',299576.912,2769116.312,雙園抽水站排水系統,萬華區,綠堤里,西藏路與環河南路口,圓形,覆蓋人孔,無,使用,原圖轉繪,4.3,6,6,2.365,41.9,2.565
3642,'3642-26',299518.97,2769174.691,雙園抽水站排水系統,萬華區,綠堤里,西藏路與環河南路口,圓形,覆蓋人孔,無,使用,原圖轉繪,4.35,6,6.1,3.255,41.9,3.455
3642,'3642-27',299457.943,2769233.486,雙園抽水站排水系統,萬華區,綠堤里,環河南路口與萬板橋下,圓形,覆蓋人孔,無,使用,原圖轉繪,4.35,6,6,2.035,41.9,2.235
3642,'3642-12',299939.013,2769052.182,雙園抽水站排水系統,萬華區,和德里,西藏路219號,圓形,正常人孔,無,使用,實測,4.2,5.9,5.9,3.966,25.181,3.966
3642,'3642-13',299838.69,2769037.222,雙園抽水站排水系統,萬華區,和德里,西藏路261號,圓形,正常人孔,無,使用,實測,4.4,6.3,6.3,3.918,24.839,3.918
3642,'3642-15',299788.297,2769029.943,雙園抽水站排水系統,萬華區,和德里,西藏路267號,圓形,正常人孔,無,使用,實測,4.6,6.3,6.3,3.934,24.839,3.934
3642,'3642-16',299746.755,2769024.031,雙園抽水站排水系統,萬華區,和德里,西藏路281號,圓形,正常人孔,無,使用,實測,4.5,6.3,6.3,3.829,24.839,3.829
3642,'3642-17',299650.058,2769032.873,雙園抽水站排水系統,萬華區,和德里,西藏路291號,圓形,覆蓋人孔,無,使用,原圖轉繪,4.5,6.3,6.3,2.426,24.798,2.626
3642,'3642-18',299575.958,2769102.168,雙園抽水站排水系統,萬華區,綠堤里,西藏路(環南市場丁棟),圓形,覆蓋人孔,無,使用,原圖轉繪,4.5,6.3,6.3,2.383,41.9,2.583
3642,'3642-19',299562.03,2769115.193,雙園抽水站排水系統,萬華區,綠堤里,西藏路(環南市場丁棟),圓形,覆蓋人孔,無,使用,原圖轉繪,4.05,6.3,6.1,2.383,41.9,2.583
3642,'3642-20',299527.289,2769149.127,雙園抽水站排水系統,萬華區,綠堤里,西藏路(環南市場丙棟),圓形,覆蓋人孔,無,使用,原圖轉繪,4.27,6.3,6.1,3.106,41.9,3.306
3642,'3642-21',299459.08,2769215.846,雙園抽水站排水系統,萬華區,綠堤里,環河南路口與萬板橋下,圓形,覆蓋人孔,無,使用,原圖轉繪,4.27,6.3,6.1,4.02,41.9,4.22
3743,'3743-01',300508.822,2769502.118,雙園抽水站排水系統,萬華區,頂碩里,萬大路與艋舺大道口,圓形,正常人孔,無,使用,實測,2.2,1.5,1.5,5.728,13.913,5.728
3743,'3743-02',300677.175,2769453.572,雙園抽水站排水系統,萬華區,頂碩里,興寧街(全聯),圓形,覆蓋人孔,無,使用,原圖轉繪,2.7,2.6,1.7,4.421,8.034,4.621
3743,'3743-03',300615.694,2769451.343,雙園抽水站排水系統,萬華區,頂碩里,興寧街21號,圓形,覆蓋人孔,無,使用,原圖轉繪,2.7,2.6,1.7,4.298,8.034,4.498
3743,'3743-04',300565.864,2769448.618,雙園抽水站排水系統,萬華區,頂碩里,興寧街24-2號,圓形,覆蓋人孔,無,使用,原圖轉繪,2.7,2.6,1.7,4.198,8.034,4.398
3743,'3743-05',300510.48,2769446.498,雙園抽水站排水系統,萬華區,頂碩里,萬大路16號,圓形,正常人孔,無,使用,實測,2.7,2.6,1.7,5.582,8.034,5.582
3743,'3743-06',300513.302,2769375.035,雙園抽水站排水系統,萬華區,頂碩里,萬大路47號,圓形,正常人孔,無,使用,實測,2.7,1.6,1.8,5.511,13.913,5.511
3743,'3743-13',300527.805,2769322.79,雙園抽水站排水系統,萬華區,頂碩里,萬大路與莒光路口,圓形,覆蓋人孔,無,使用,原圖轉繪,2.46,1.53,1.53,5.297,19.815,5.497
3743,'3743-14',300503.786,2769324.034,雙園抽水站排水系統,萬華區,雙園里,萬大路與莒光路口,圓形,正常人孔,無,使用,實測,1.9,1.6,1.5,5.405,19.815,5.405
3743,'3743-15',300515.232,2769324.685,雙園抽水站排水系統,萬華區,雙園里,萬大路與莒光路口,圓形,正常人孔,無,使用,實測,3.5,1.95,2.1,5.405,19.815,5.405
3743,'3743-16',300512.352,2769302.829,雙園抽水站排水系統,萬華區,雙園里,萬大路與莒光路口,圓形,正常人孔,無,使用,實測,3.2,1.5,2.5,5.503,20.245,5.503
3742,'3742-161',300512.221,2769266.756,雙園抽水站排水系統,萬華區,雙園里,萬大路82號,圓形,覆蓋人孔,無,使用,原圖轉繪,3.03,2.2,1.5,5.272,20.274,5.472
3742,'3742-27',300441.739,2769121.06,雙園抽水站排水系統,萬華區,日善里,西藏路197-2號,圓形,覆蓋人孔,無,使用,實測,4.2,5.7,5.7,4.172,24.987,4.372
3742,'3742-28',300341.77,2769115.88,雙園抽水站排水系統,萬華區,日善里,西藏路201號,圓形,覆蓋人孔,無,使用,原圖轉繪,4,5.7,6,2.95,24.987,3.15
3742,'3742-29',300266.594,2769111.984,雙園抽水站排水系統,萬華區,日善里,西藏路201號(幼兒園),圓形,覆蓋人孔,無,使用,原圖轉繪,4,5.7,6,3.572,24.987,3.772
3742,'3742-30',300182.251,2769106.048,雙園抽水站排水系統,萬華區,日善里,西藏路430號,圓形,覆蓋人孔,無,使用,原圖轉繪,4,5.7,5.9,3.489,24.987,3.689
3742,'3742-31',300130.991,2769092.924,雙園抽水站排水系統,萬華區,日善里,西藏路,圓形,正常人孔,無,使用,原圖轉繪,3.95,5.9,5.9,3.693,24.987,3.693
3742,'3742-32',300060.864,2769043.132,雙園抽水站排水系統,萬華區,日善里,西藏路(華江高中門口),圓形,覆蓋人孔,無,使用,原圖轉繪,4.1,5.9,5.9,2.589,24.987,2.789
3742,'3742-43',300030.479,2769037.202,雙園抽水站排水系統,萬華區,雙園里,西園路與西藏路口,圓形,覆蓋人孔,無,使用,原圖轉繪,4.1,5.9,5.9,3.436,24.987,3.636
3843,'3843-28',301123.211,2769858.129,雙園抽水站排水系統,中正區,愛國里,中華路(和平醫院),圓形,正常人孔,無,使用,原圖轉繪,3.15,2.5,1.7,5.949,37.198,5.949
3843,'3843-29',301108.104,2769809.302,雙園抽水站排水系統,中正區,愛國里,中華路(和平醫院),圓形,覆蓋人孔,無,使用,原圖轉繪,3.15,2.5,1.7,5.857,37.198,6.057
3843,'3843-32',301092.933,2769773.787,雙園抽水站排水系統,中正區,愛國里,中華路,圓形,覆蓋人孔,無,使用,原圖轉繪,3.15,2.5,1.7,6.002,37.673,6.202
3843,'3843-33',301058.815,2769707.399,雙園抽水站排水系統,中正區,愛國里,中華路,圓形,覆蓋人孔,無,使用,原圖轉繪,3.15,2.5,1.7,6.177,37.673,6.377
3843,'3843-34',301029.935,2769651.641,雙園抽水站排水系統,中正區,愛國里,中華路,圓形,覆蓋人孔,無,使用,原圖轉繪,3.15,2.5,1.7,6.185,15.039,6.385
3843,'3843-35',301167.835,2769411.027,雙園抽水站排水系統,中正區,南門里,和平西路二段130號,圓形,覆蓋人孔,無,使用,原圖轉繪,3.15,2.5,1.7,4.789,24.666,4.989
3843,'3843-36',301133.663,2769443.714,雙園抽水站排水系統,中正區,愛國里,和平西路二段130號,圓形,覆蓋人孔,無,使用,原圖轉繪,3.15,2.5,1.7,4.694,24.666,4.894
3843,'3843-37',301106.053,2769469.798,雙園抽水站排水系統,中正區,愛國里,和平西路二段138號,圓形,覆蓋人孔,無,使用,原圖轉繪,3.15,2.5,1.7,4.618,24.666,4.818
3843,'3843-38',301089.254,2769484.554,雙園抽水站排水系統,中正區,愛國里,和平西路二段146號,圓形,覆蓋人孔,無,使用,原圖轉繪,3.15,2.5,1.7,4.773,24.666,4.973
3843,'3843-39',301062.836,2769508.771,雙園抽水站排水系統,中正區,愛國里,和平西路二段148號,圓形,覆蓋人孔,無,使用,原圖轉繪,3.15,2.5,1.7,4.701,24.666,4.901
3843,'3843-40',301035.623,2769533.385,雙園抽水站排水系統,中正區,愛國里,和平西路二段150號,圓形,覆蓋人孔,無,使用,原圖轉繪,3.15,2.5,1.7,4.628,24.666,4.828
3843,'3843-41',301004.24,2769562.167,雙園抽水站排水系統,中正區,愛國里,和平西路二段152號,圓形,覆蓋人孔,無,使用,原圖轉繪,3.15,2.5,1.7,4.543,24.666,4.743
3843,'3843-42',300988.242,2769558.651,雙園抽水站排水系統,中正區,廈安里,和平西路二段103號,圓形,覆蓋人孔,無,使用,原圖轉繪,3.15,2.5,1.7,6.31,24.666,6.51
3843,'3843-F2',300982.65,2769557.55,雙園抽水站排水系統,中正區,廈安里,和平西路二段103號,圓形,虛人孔,無,使用,原圖轉繪,3.15,2.5,1.7,6.5,14.979,6.5
3843,'3843-43',300973.635,2769539.612,雙園抽水站排水系統,萬華區,頂碩里,中華路二段30號,圓形,正常人孔,無,使用,實測,3.4,1.4,2.2,6.395,14.979,6.395
3843,'3843-44',300935.224,2769462.59,雙園抽水站排水系統,萬華區,頂碩里,中華路二段62號,圓形,正常人孔,無,使用,實測,3.35,1.2,2.2,6.215,14.979,6.215
3843,'3843-45',300902.582,2769396.371,雙園抽水站排水系統,萬華區,頂碩里,中華路二段82號,圓形,覆蓋人孔,無,使用,實測,2.7,1.2,2.2,5.532,15.041,5.732
3843,'3843-52',300956.928,2769348.682,雙園抽水站排水系統,中正區,廈安里,莒光路82號,圓形,正常人孔,無,使用,實測,2.35,2.1,1.8,5.142,20.137,5.142
3843,'3843-54',300958.069,2769337.818,雙園抽水站排水系統,中正區,廈安里,莒光路82號,圓形,正常人孔,無,使用,實測,2.5,1.8,2.1,5.16,20.137,5.16
3843,'3843-55',300895.826,2769337.6,雙園抽水站排水系統,中正區,廈安里,莒光路111號,圓形,正常人孔,無,使用,實測,2.5,1.8,2,5.153,20.137,5.153
3843,'3843-58',300873.005,2769336.418,雙園抽水站排水系統,萬華區,頂碩里,中華路二段157號,圓形,覆蓋人孔,無,使用,實測,3.18,2.5,2.1,5.062,20.137,5.262
3843,'3843-60',300871.966,2769319.685,雙園抽水站排水系統,中正區,廈安里,中華路二段157號,圓形,覆蓋人孔,無,使用,原圖轉繪,3.18,2.5,2.1,4.838,15.796,5.038
3842,'3842-17',300874.074,2769278.123,雙園抽水站排水系統,中正區,廈安里,中華路二段130號,圓形,覆蓋人孔,無,使用,實測,2.7,1.2,2.2,4.986,15.664,5.186
3842,'3842-18',300875.338,2769222.883,雙園抽水站排水系統,萬華區,頂碩里,中華路二段179號,圓形,正常人孔,無,使用,實測,2.9,2.8,2.1,5.027,15.664,5.027
3842,'3842-19',300864.706,2769202.293,雙園抽水站排水系統,萬華區,頂碩里,中華路與西藏路口,圓形,正常人孔,無,使用,實測,4.1,5,5,4.865,25.357,4.865
4043,'4043-85',302576.198,2769368.218,雙園抽水站排水系統,中正區,新營里,金華街59號,圓形,正常人孔,無,使用,實測,2.15,1.6,1.7,7.063,12.428,7.063
4043,'4043-86',302619.462,2769345.855,雙園抽水站排水系統,中正區,新營里,金華街30-4號,圓形,正常人孔,無,使用,實測,2.15,1.6,1.6,7.061,12.428,7.061
4043,'4043-88',302668.492,2769321.935,雙園抽水站排水系統,中正區,新營里,金華街323號,圓形,覆蓋人孔,無,使用,原圖轉繪,2.22,1.6,1.62,6.948,12.428,7.148
4043,'4043-89',302700.606,2769306.948,雙園抽水站排水系統,中正區,新營里,金華街與杭州南路二段口,圓形,覆蓋人孔,無,使用,原圖轉繪,2,1.6,1.47,7.059,12.428,7.259
4042,'4042-41',302858.411,2769271.629,雙園抽水站排水系統,大安區,錦泰里,金華街與愛國東路210巷,圓形,正常人孔,無,使用,實測,2.15,1.8,1.7,7.31,15.74,7.31
4042,'4042-44',302760.719,2769287.816,雙園抽水站排水系統,大安區,錦泰里,金華街與杭州南路二段口,圓形,正常人孔,無,使用,原圖轉繪,2.32,1.8,1.52,7.318,10.554,7.318
4042,'4042-46',302708.273,2769296.278,雙園抽水站排水系統,大安區,錦泰里,金華街與杭州南路二段口,圓形,覆蓋人孔,無,使用,原圖轉繪,2,1.6,1.47,7.343,19.84,7.543
4042,'4042-47',302697.685,2769239.904,雙園抽水站排水系統,大安區,錦泰里,金華街與杭州南路二段54-2號,圓形,覆蓋人孔,無,使用,原圖轉繪,2,1.6,1.47,7.463,19.84,7.663
4042,'4042-48',302689.121,2769192.102,雙園抽水站排水系統,大安區,錦泰里,杭州南路二段70號,圓形,正常人孔,無,使用,原圖轉繪,2,1.6,1.47,7.711,19.84,7.711
4042,'4042-56',302814.496,2769129.152,雙園抽水站排水系統,大安區,錦泰里,潮州街54號,圓形,正常人孔,無,使用,實測,2.4,1.2,1.3,7.751,12.668,7.751
4042,'4042-57',302767.56,2769137.062,雙園抽水站排水系統,大安區,錦泰里,潮州街25號,圓形,正常人孔,無,使用,實測,2.6,1.5,1.5,7.794,12.668,7.794
4042,'4042-58',302712.675,2769146.553,雙園抽水站排水系統,大安區,錦泰里,潮州街9-2號,圓形,正常人孔,無,使用,實測,2.7,1,1.5,7.801,12.668,7.801
4042,'4042-60',302689.405,2769150.121,雙園抽水站排水系統,大安區,錦泰里,潮州街與杭州南路二段口,圓形,覆蓋人孔,無,使用,原圖轉繪,3.09,2.16,1.19,7.551,12.668,7.751
4042,'4042-61',302680.287,2769152.301,雙園抽水站排水系統,大安區,錦泰里,潮州街與杭州南路二段口,圓形,覆蓋人孔,無,使用,原圖轉繪,3.4,1.9,1.25,7.497,20.238,7.697
4042,'4042-62',302661.662,2769049.421,雙園抽水站排水系統,大安區,錦華里,杭州南路二段91號,圓形,正常人孔,無,使用,原圖轉繪,3.8,1.8,1.8,7.888,20.238,7.888
4042,'4042-63',302657.306,2769023.189,雙園抽水站排水系統,大安區,錦華里,杭州南路二段105號,圓形,正常人孔,無,使用,實測,3.7,2.4,2.35,7.988,20.238,7.988
4042,'4042-70',302754.117,2768855.516,雙園抽水站排水系統,大安區,古莊里,羅斯福路域和平東路口,圓形,覆蓋人孔,無,使用,原圖轉繪,1.25,0.98,0.98,8.038,29.877,8.238
4042,'4042-72',302757.431,2768860.473,雙園抽水站排水系統,大安區,古莊里,羅斯福路域和平東路口,圓形,覆蓋人孔,無,使用,原圖轉繪,2.99,1.85,1.51,7.977,29.877,8.177
4042,'4042-74',302978.908,2768854.223,雙園抽水站排水系統,大安區,錦華里,和平東路一段與104巷口,圓形,覆蓋人孔,無,使用,原圖轉繪,3.45,1.5,1.8,6.8,30.318,8.072
4042,'4042-75',302933.627,2768858.268,雙園抽水站排水系統,大安區,錦華里,和平東路一段與74巷口,圓形,覆蓋人孔,無,使用,原圖轉繪,3.45,1.5,1.8,7.875,30.318,8.075
4042,'4042-76',302871.031,2768863.499,雙園抽水站排水系統,大安區,錦華里,和平東路一段52號口,圓形,覆蓋人孔,無,使用,原圖轉繪,2,1.5,1.8,7.872,30.318,8.072
4042,'4042-77',302816.024,2768868.837,雙園抽水站排水系統,大安區,錦華里,和平東路一段812巷口,圓形,覆蓋人孔,無,使用,原圖轉繪,3.45,1.5,1.8,7.964,30.318,8.164
4042,'4042-78',302747.502,2768873.995,雙園抽水站排水系統,大安區,錦華里,和平東路一段與羅斯福路二段口,圓形,正常人孔,無,使用,原圖轉繪,3.45,1.5,1.8,8.164,30.318,8.364
4042,'4042-79',302712.734,2768918.243,雙園抽水站排水系統,大安區,錦華里,羅斯福路二段45號,圓形,正常人孔,無,使用,原圖轉繪,3.45,1.5,1.8,8.177,30.239,8.177
4042,'4042-80',302698.066,2768948.084,雙園抽水站排水系統,大安區,錦華里,羅斯福路二段33號,圓形,正常人孔,無,使用,實測,3.45,1.5,1.8,8.188,30.239,8.188
4042,'4042-81',302673.347,2768984.04,雙園抽水站排水系統,大安區,錦華里,羅斯福路二段19號,圓形,正常人孔,無,使用,實測,3.8,1.5,2,8.416,30.239,8.416
4042,'4042-811',302667.265,2768992.877,雙園抽水站排水系統,大安區,錦華里,羅斯福路二段17號,圓形,正常人孔,無,使用,實測,4.35,1.85,1.96,8.205,30.239,8.205
4042,'4042-82',302652.746,2769011.135,雙園抽水站排水系統,大安區,錦華里,羅斯福路二段與杭州南路二段口,圓形,正常人孔,無,使用,實測,3.65,2,3.3,8.137,30.239,8.137
4042,'4042-83',302626.169,2769003.855,雙園抽水站排水系統,中正區,南福里,羅斯福路二段38號,圓形,正常人孔,無,使用,實測,3.7,2.4,2.4,8.025,30.239,8.025
4042,'4042-84',302639.785,2768979.821,雙園抽水站排水系統,中正區,南福里,羅斯福路二段44號,圓形,覆蓋人孔,無,使用,實測,3.9,2.1,2.1,7.852,30.239,8.052
4042,'4042-85',302672.705,2768928.577,雙園抽水站排水系統,中正區,南福里,羅斯福路二段66號,圓形,正常人孔,無,使用,實測,4.2,2.1,2.1,8.102,30.239,8.102
4042,'4042-86',302686.944,2768910.375,雙園抽水站排水系統,中正區,南福里,羅斯福路二段70號,圓形,覆蓋人孔,無,使用,實測,4.25,2.1,2.1,7.976,30.239,8.176
4042,'4042-87',302686.263,2768868.638,雙園抽水站排水系統,中正區,南福里,羅斯福路二段與和平西路一段口,圓形,覆蓋人孔,無,使用,實測,5.5,3.6,5,7.82,22.134,8.02
4042,'4042-101',302589.737,2768849.358,雙園抽水站排水系統,中正區,南福里,和平西路一段與南昌路二段口,圓形,正常人孔,無,使用,原圖轉繪,5.3,3.6,3.9,8.082,22.134,8.082
3941,'3941-29',301736.136,2768600.267,雙園抽水站排水系統,中正區,永功里,泉州街與消防局旁(泉州街與151巷交叉口)),圓形,正常人孔,無,使用,原圖轉繪,4.2,3.02,1.9,8.144,22.04,8.344
3941,'3941-30',301746.394,2768615.183,雙園抽水站排水系統,中正區,永功里,泉州街與消防局旁,圓形,正常人孔,無,使用,原圖轉繪,3.88,2.98,1.56,7.976,22.04,7.976
3941,'3941-31',301766.178,2768640.997,雙園抽水站排水系統,中正區,螢雪里,泉州街32號,圓形,正常人孔,無,使用,原圖轉繪,4.04,2.9,1.58,7.608,22.04,7.608
3941,'3941-34',301857.029,2768646.419,雙園抽水站排水系統,中正區,螢雪里,詔安街50號,圓形,覆蓋人孔,無,使用,原圖轉繪,1.9,1.58,1.39,5.041,11.948,5.241
3941,'3941-35',301833.171,2768654.331,雙園抽水站排水系統,中正區,螢雪里,詔安街68號,圓形,覆蓋人孔,無,使用,原圖轉繪,2.11,2.38,1.53,5.309,11.948,5.509
3941,'3941-36',301788.512,2768668.445,雙園抽水站排水系統,中正區,螢雪里,詔安街與泉州街口,圓形,覆蓋人孔,無,使用,實測,3.9,2.3,2,7.142,11.948,7.342
3941,'3941-37',301804.423,2768691.331,雙園抽水站排水系統,中正區,螢雪里,詔安街與泉州街口,圓形,正常人孔,無,使用,實測,3.85,1.9,2,7.142,11.948,7.142
3942,'3942-71',301824.854,2768725.17,雙園抽水站排水系統,中正區,螢雪里,泉州街32號,圓形,覆蓋人孔,無,使用,實測,3.55,2.75,1.85,6.634,22.131,6.834
3942,'3942-72',301842.283,2768753.05,雙園抽水站排水系統,中正區,永功里,泉州街32號,圓形,正常人孔,無,使用,實測,3.4,2.4,2,6.624,22.131,6.624
3942,'3942-73',301852.507,2768777.901,雙園抽水站排水系統,中正區,永功里,泉州街與汀洲路口,圓形,正常人孔,無,使用,實測,3.3,1.3,1.65,6.488,22.136,6.488
3942,'3942-74',301862.513,2768788.874,雙園抽水站排水系統,中正區,永功里,泉州街與汀洲路口,圓形,正常人孔,無,使用,實測,3.5,2.5,1.5,6.461,22.136,6.461
3942,'3942-75',301893.192,2768844.544,雙園抽水站排水系統,中正區,永功里,泉州街18號,圓形,正常人孔,無,使用,實測,3.15,2.4,2,6.044,12.958,6.044
